2024-10-25,12:31:02,Sample Rate(S):,0.400
X,Y,R,Theta,Frequency,Noise,XH1,YH1,RH1,Theta H1,XH2,YH2,RH2,Theta H2,ADC1,ADC2,ADC3,ADC4
1.1982300000e-08,4.7291000000e-09,1.2882000000e-08,1.8745000000e+01,5.1660000000e+03,7.9220600000e-09,-1.1449300000e-08,5.7451900000e-09,1.2768900000e-08,1.5186200000e+02,-1.2298600000e-08,3.7566200000e-09,1.2729100000e-08,1.6118600000e+02,2.0880000000e+00,2.0900000000e+00,2.0880000000e+00,2.0870000000e+00
5.6609000000e-09,-5.1103900000e-09,7.6269100000e-09,-4.2074000000e+01,5.1660000000e+03,8.1749400000e-09,2.8059700000e-10,7.6715200000e-09,7.6771900000e-09,8.5522000000e+01,-1.0817500000e-09,7.6338700000e-09,7.7530700000e-09,9.5627000000e+01,2.0880000000e+00,2.0890000000e+00,2.0870000000e+00,2.0880000000e+00
1.2000400000e-08,2.0849500000e-08,2.4056600000e-08,5.8477000000e+01,5.1660000000e+03,7.7353400000e-09,-2.3685100000e-08,-5.5049400000e-09,2.4453400000e-08,-1.6765900000e+02,-2.2182800000e-08,-1.0289900000e-08,2.4590800000e-08,-1.5582000000e+02,2.0880000000e+00,2.0870000000e+00,2.0890000000e+00,2.0790000000e+00
1.8295800000e-08,2.8683300000e-09,1.8519300000e-08,8.9100000000e+00,5.1660000000e+03,7.4043900000e-09,-1.4830300000e-08,1.1113500000e-08,1.8555700000e-08,1.4281000000e+02,-1.6865400000e-08,7.7376900000e-09,1.8585300000e-08,1.5503800000e+02,2.0880000000e+00,2.0870000000e+00,2.0880000000e+00,2.0790000000e+00
-9.9367000000e-10,3.1294100000e-08,3.1309900000e-08,9.1819000000e+01,5.1660000000e+03,7.1595100000e-09,-2.1544100000e-08,-2.2799700000e-08,3.1368400000e-08,-1.3322400000e+02,-1.6035200000e-08,-2.7028000000e-08,3.1542600000e-08,-1.2047700000e+02,2.0860000000e+00,2.0890000000e+00,2.0880000000e+00,2.0890000000e+00
2.2719500000e-09,1.3716800000e-08,1.3903700000e-08,8.0134000000e+01,5.1660000000e+03,7.0991200000e-09,-1.1491200000e-08,-7.9133900000e-09,1.4055200000e-08,-1.4573500000e+02,-9.6197800000e-09,-1.0206300000e-08,1.4116000000e-08,-1.3423300000e+02,2.0890000000e+00,2.0900000000e+00,2.0880000000e+00,2.0880000000e+00
2.6339500000e-08,1.3308000000e-08,2.9510500000e-08,2.6480000000e+01,5.1660000000e+03,6.7521500000e-09,-2.8104500000e-08,9.6289600000e-09,2.9794800000e-08,1.6094600000e+02,-2.9602800000e-08,3.3777900000e-09,2.9874800000e-08,1.7336100000e+02,2.0880000000e+00,2.0870000000e+00,2.0830000000e+00,2.0770000000e+00
7.3264200000e-09,-6.1817200000e-09,9.5859500000e-09,-4.0156000000e+01,5.1660000000e+03,6.1975100000e-09,-6.7895200000e-10,9.5204600000e-09,9.5446500000e-09,9.3778000000e+01,-2.6697600000e-09,9.1167200000e-09,9.4470900000e-09,1.0608000000e+02,2.0860000000e+00,2.0870000000e+00,2.0830000000e+00,2.0780000000e+00
2.2244600000e-08,-9.4149700000e-09,2.4155000000e-08,-2.2940000000e+01,5.1660000000e+03,5.4416300000e-09,-9.0986900000e-09,2.2632000000e-08,2.4392500000e-08,1.1234300000e+02,-1.4214600000e-08,2.0385700000e-08,2.5068200000e-08,1.2510100000e+02,2.0870000000e+00,2.0870000000e+00,2.0830000000e+00,2.0780000000e+00
-4.3329700000e-09,2.0698500000e-09,4.8024400000e-09,1.5446600000e+02,5.1660000000e+03,5.5661500000e-09,1.0530100000e-09,-4.5432400000e-09,4.6203000000e-09,-8.0316000000e+01,1.7475600000e-09,-4.3508000000e-09,4.5929400000e-09,-7.1342000000e+01,2.0860000000e+00,2.0870000000e+00,2.0840000000e+00,2.0790000000e+00
